1date,2title,3link,4content,5comment,6commentNum,7hitNum
2016.06.04. 18:35,"[대구] 6월 7월 8월 단기특강(수학, 물리, 화학) 단기정복합니다 내용必",https://cafe.naver.com/ArticleRead.nhn?clubid=10197921&page=1&menuid=2033&inCafeSearch=true&searchBy=0&query=%BC%F6%B4%C9%C6%AF%B0%AD+%C8%AD%C7%D0&includeAll=&exclude=&include=&exact=&searchdate=2016-01-012016-12-31&media=0&sortBy=date&articleid=17050865&referrerAllArticles=false,"                안녕하세요.  저는 현재 경북대학교 기계공학부에 재학중입니다.  여러 사소한 말보다 핵심만을 쓰겠습니다.  대부분의 학생들과 학부모들은 실제 수능등급을 올리는데에 그냥 단순히 그 과목만 잘하면 된다고 생각합니다.  하지만 실제 문제출제는 출제자들의 정확한 의도파악이 훨씬 중요합니다, 모든과목이 마찬가지입니다.  결국 시험은 태양이라는 행성에서나오는데 다른 금성,수성을 공부하고 있는 격입니다.  안녕하세요.  저는 현재 경북대학교 기계공학부에 재학중입니다.  지금은 수학, 물리, 화학 과목을 특강으로 진행할 예정입니다.  두달정도 특강으로 충분히 성적을 향상시킬 수 있다는 것을 보여드립니다.  수업장소는 북구나 시내에서 직접오셔서 수강할 수 있게 계획하고 있습니다.  (모집인원에 따라 조금은 변경가능성이 있습니다.)  수업료는 부담스럽지 않을 선에서 책정됩니다.  6월 평가원 시험치룬 후 걱정이 되는 모든 분들 모집합니다 연락주세요.  밑에는 평소 수업하는 학생들을 가르치는 수업스타일입니다. 특강은 커리큘럼대로 나갈거라 문의를 먼저 주시면감사하겠습니다.  카톡문의 : yowoong  전화 문자 문의 : 9371 0400    여러 사소한 말보다 핵심만을 쓰겠습니다.  대부분의 학생들과 학부모들은 실제 수능등급을 올리는데에 그냥 단순히 그 과목만 잘하면 된다고 생각합니다.  하지만 실제 문제출제는 출제자들의 정확한 의도파악이 훨씬 중요합니다, 모든과목이 마찬가지입니다.  결국 시험은 태양이라는 행성에서나오는데 다른 금성,수성을 공부하고 있는 격입니다.  저는 1년동안 경기도용인 기숙학원에서 재수하면서 많은 노하우와 정확한 성적향상의 핵심에 대해서 많이 얻었습니다.  이 노하우와 저의 가르치는 스킬로 수학,과학이 아닌 수능을 가르쳐 내겠습니다.  믿는만큼 실망시키지않게 가르치겠습니다.  단기과외도 가능하십니다.(단기는 핵심유형을 잡는것으로 진행합니다.)  이때까지 저에게 수강했던 학생들을 보면  여학생 한명은 20점짜리 시험지로 만나서 5개월 학습 후 85점대로 향상(다시 떨어지지 않는 자기점수) 여학생 한명은 원래 공부를 잘하기는 하였지만 공간도형,벡터에서 미숙하여 학습(서울대학교 합격)  [서울대나 특별원서접수할때 입시컨설팅도 같이 진행해드립니다. 실제 합격된 자기소개서 원본도 구해줄수도있습니다. 학생하는거 봐서요...]  어쨋든 결론은 지금부터 시작해야합니다~!!!  [서울대나 특별원서접수할때 입시컨설팅도 같이 진행해드립니다. 실제 합격된 자기소개서 원본도 구해줄수도있습니다. 학생하는거 봐서요...]  어쨋든 결론은 지금부터 시작해야합니다~!!!                ----------------------------------------------------------------------",,0,113
2016.04.13. 18:20,지구과학 노베이스 정영일,https://cafe.naver.com/ArticleRead.nhn?clubid=10197921&page=1&menuid=2033&inCafeSearch=true&searchBy=0&query=%BC%F6%B4%C9%C6%AF%B0%AD+%C8%AD%C7%D0&includeAll=&exclude=&include=&exact=&searchdate=2016-01-012016-12-31&media=0&sortBy=date&articleid=16954894&referrerAllArticles=false,                그냥 지구과학에 대한 개념이 하나도없는데 화학은 해도않될것 같아해서 지구과학으로 바꾸는데 정영일쌤꺼 수능특강부터 듣는게 낳을까 수능개념부터 듣는게 낳을까? 근데 수능특강은 50강이라서 은근히 좋더라고 ㅎ             ----------------------------------------------------------------------,영일쌤 애낳나.. 내친구 정영일듣고 이번에1찍음 하루에 두강정도씩들으면 괜찮을려나? 그리고복습1시간,0,754
2016.04.12. 21:38,2월 노베이스로 시작후 다시초심으로(계획좀봐줘),https://cafe.naver.com/ArticleRead.nhn?clubid=10197921&page=1&menuid=2033&inCafeSearch=true&searchBy=0&query=%BC%F6%B4%C9%C6%AF%B0%AD+%C8%AD%C7%D0&includeAll=&exclude=&include=&exact=&searchdate=2016-01-012016-12-31&media=0&sortBy=date&articleid=16953234&referrerAllArticles=false,"                2월달부터 이것저것 지금까지 공부하다가 이렇게공부하면 큰일나겠다 싶어서 다시초심으로 돌아가서 공부를시작하려고 계획을짜봤어 어떨지한번보고 댓글달아주면 고마울것같아!    국어  ebs나비효과, 국어의 기술 0,1,2 후 기출문제반복  수학  정승제 완포자-> 수1,수2,미1 수꼭필 -> 미2,확통,기벡 -> 기출문제  영어  단어외우기 + 과외  과탐 ebs  화학1  김성은 선생님 뉴탐스런 -> 수능특강  지구과학1  박남정 선생님 뉴탐스런 -> 수능특강  한국사  이투스 설민석선생님         ----------------------------------------------------------------------",수학 저거 다들으려면 엄청 힘들텐데..... 평일엔 하루에1강씩 주말엔 3강이상으로 들을려고 하루에 한강씩 수능때 까지 들어야할걸요........개때잡 듣는거 아니예요?? 맞아요 총합쳐보면 130강정도 남은것같아요 본인의사긴 하지만......화이팅하세요! 넵,0,338
2016.04.09. 13:21,인강관련 조언좀ㅠㅠㅠ,https://cafe.naver.com/ArticleRead.nhn?clubid=10197921&page=1&menuid=2033&inCafeSearch=true&searchBy=0&query=%BC%F6%B4%C9%C6%AF%B0%AD+%C8%AD%C7%D0&includeAll=&exclude=&include=&exact=&searchdate=2016-01-012016-12-31&media=0&sortBy=date&articleid=16946187&referrerAllArticles=false,"                 나는 일단 학원은 안다니고있고 선행도 못한 이과생이고ㅠㅠ 수업시간이랑 ebs인강듣는중이야. 사실 인강이 내체질이 아닌것같다고 느껴서 1,2학년동안 한번도 인강을 들은적이 없어ㅠㅠ 인강 들으면 뭔가 1시간 tv본느낌이어서 공부했다는 생각이 안들더라고 시간도 훅훅가버리고... 혼자 할수있을것같다며 고2겨울방학에 개념원리 사서 선행을 해보려했는데 우리 학교가 좀 이상해서 작년에 미적2를 안하고 확통을 했단말이야? 그래서 미적2랑 기벡을 그냥 풀고 있었는데 진전도 없고 결국 어영부영 개학하고 말았어. 국어는 나름 열심히 했다고 생각했는데 3월모의고사에서 작년11월보다 등급도 하나씩 쭉쭉떨어지고 수학이 4가떠버렸단말이야ㅠㅠ 그래도 미적2 안배워서 이렇게나왔다~하면서 합리화했는데 4월수학 점수가 좀 올랐길래 신나서 등급컷 확인했는데 똑같은거야... 정말 자괴감들고 내가 너무 한심했어.. 특히 국어영어가 어마무시하게 떨어져서 이제 아무생각도 안들고 그냥 힘이안나.. 얼마 안남은 고3생활 미친척 하고 공부해보려는데 ebs인강이 그렇게 별로야?? 과탐은 그럭저럭 괜찮고 국수영 조언좀 해줬으면 좋겠어ㅠㅠ 사설인강을 듣는게 ebs듣는것보다 더 효율적이야? 난 할놈은 하고 안할놈은 안한다 주의라서 인강에다가 돈쓰는것에 좀 회의적이었거든. 아까 말했듯이 인강듣는것을 좋아하는편도 아니고.. 그래도 요즘에는 들으려고 노력하고 있어. 근데 사설인강 듣는애들 점점 늘어나니까 괜히 나도 들어야될것같고 싱숭생숭하다..   지금 ebs는 뭐듣고있냐면 국어 [알짜] 1분 1개념 현대시 41 (수능)   수학 [2017 수능기출플러스] 수학 가형 (수능) - 이건 문제 풀고 모르는것 있으면 해설 보고있어.   영어 [기본개념] 로즈리의 Grammar Holic-영문법 특강 (수능)   과탐 [2017 수능특강] 양진석의 화학I (수능) [2016 수능특강] 박기웅의 SPEED 생명과학II (내신)  과탐은 화1이랑 물1 볼거야.. 물리는 딱히 인강의 필요성을 못느껴서 혼자 하고있긴한데 듣는게 좋을까?? 이정도면 많이듣는거 아닌거지ㅠㅠ 고3이 수특인강 안듣는거 잘못된거야?ㅠㅠㅠ ebs인강 추천해줬으면 좋겠고 만약 ebs말고 사설인강 추천한다면 그 이유도 좀 알려줄수 있어? 아 정말 너무 마음이 복잡하다ㅜㅠ 위에쓴글 읽어보니까 한풀이처럼 되어버렸네ㅋㅋㅋㅋ 긴글 읽어줘서 고맙고 고삼들 오늘도 열공해! 꼭 답해줬으면 좋겠어ㅜㅜ   ----------------------------------------------------------------------",로즈리빼고 국수영은 사설이랑 질이다름 들으면알거임 질이 다르다는게 더 심화과정을 알려준다는거야 아니면 수능에 나올것을 잘 찝어준다는거야?? 이해하는속도가다름,0,493
2016.04.06. 20:30,화학 I 교재 추천좀,https://cafe.naver.com/ArticleRead.nhn?clubid=10197921&page=1&menuid=2033&inCafeSearch=true&searchBy=0&query=%BC%F6%B4%C9%C6%AF%B0%AD+%C8%AD%C7%D0&includeAll=&exclude=&include=&exact=&searchdate=2016-01-012016-12-31&media=0&sortBy=date&articleid=16940960&referrerAllArticles=false,"고3 현역인데 2학년때부터 학교에서 치른 모의고사 지금까지 5번 연속 50점 맞고 있는 중. 지금까지 푼 교재는 개념서는 완자, 섬개완2016. 풀이서는 누드특강, 마더텅, 수능다큐2017 정도인데 시중에 마땅한 교재 없나요???????? 고난도 문제 위주로                              ----------------------------------------------------------------------","하이탑도 괜찮더라고요 그 반응식 같은 문제도 독학하셧나요? 매번 양적관계부분에서틀려서 1등급놓치네요 네. 개념은 섬개완으로 대강 잡았는데, 학교 진도에 따라잡혀서 그만두고 고난도 문제 풀다보니 푸는 속도가 좀 빨라졌네요. 그리고 이번 수특에 좋은 문제들 많아요~ 그걸로 연습해보세요.",0,200
2016.03.28. 00:19,이과 화학 논술 교재 추천,https://cafe.naver.com/ArticleRead.nhn?clubid=10197921&page=2&menuid=2033&inCafeSearch=true&searchBy=0&query=%BC%F6%B4%C9%C6%AF%B0%AD+%C8%AD%C7%D0&includeAll=&exclude=&include=&exact=&searchdate=2016-01-012016-12-31&media=0&sortBy=date&articleid=16922644&referrerAllArticles=false,"                   화학 논술 쓰려고 하는데 화2 내용도 나온다고 해서그러는데 책 추천좀~   하이탑, 수능특강, 완자 이 세개 중에 하나 사서 할 생각인데 논술에 가장 좋은건 어떤걸지 추천좀..ㅎ       참고로 수능은 화1 지1 볼꺼~     ----------------------------------------------------------------------",,0,216
2016.03.26. 22:04,과탐잘하는친구들ㄹㄹ!,https://cafe.naver.com/ArticleRead.nhn?clubid=10197921&page=2&menuid=2033&inCafeSearch=true&searchBy=0&query=%BC%F6%B4%C9%C6%AF%B0%AD+%C8%AD%C7%D0&includeAll=&exclude=&include=&exact=&searchdate=2016-01-012016-12-31&media=0&sortBy=date&articleid=16918838&referrerAllArticles=false,                 생명과학이랑 화학하는데 생명과학이랑 화학 둘다 개념은 수능특강보고 문제는 기출문제 풀면 될까?? 기출문제집말고 다른 문제집사거나 개념서 하나 살까해서.. 혹시 있으면 추천좀..!              ----------------------------------------------------------------------,나화1 개념은 수특보고 실전문제는 기출의고백 화1 450문제던가?하던데 풀이지가 문제지만하더라고ㅋㅋ정말잘되있더라 난그거써 ㅇㅇ 개념 수특으로해도 되요 한뒤 기출~ 수능개념 갠춘할것같은데,0,260
2016.03.02. 23:01,화학1문제집으로 뭐가 좋을까?ㅜㅜㅜㅜㅜㅜㅜㅜㅜㅜㅜㅜㅜ,https://cafe.naver.com/ArticleRead.nhn?clubid=10197921&page=2&menuid=2033&inCafeSearch=true&searchBy=0&query=%BC%F6%B4%C9%C6%AF%B0%AD+%C8%AD%C7%D0&includeAll=&exclude=&include=&exact=&searchdate=2016-01-012016-12-31&media=0&sortBy=date&articleid=16861247&referrerAllArticles=false,                                            다른거 다 수특으로사서 수특살라했는데 화학1 개념 다 까먹은것같아서 복습겸 문제도 풀어볼겸 하려고!!!! 화학1 4~5나오긴하는데 찍어서 그렇게 나온걸수도...ㄷㄹ 쫌만 더 낮게 생각하면 될듯.. 근데 나랑 성적 비슷하게 나오는친구가 수특 화학은 신의 영역이라고 엄청 어렵다고하던데       화학1을 수능특강을 살까? 아니면 수능 개념을 살까?? 수능개념사면 어떤 선생님꺼????                 ----------------------------------------------------------------------,"수특은 당연히 풀어야하는거... 내가 화2라서 뭐 아는게 없다.. 내가 개념도 별로없는데 막 수특어렵다그래서.... 개념을풀고 수특을 풀까?ㅜㅜ 개념이 없는데 수특을 어떻게풀게? 완자, 숨마쿰라우데 같은거나 풀어봐 수능 개념은 비추?? 완자같은거먼저봐 수능개념은 잘 모르겠고...수특은개념잡고난다음에풀어도 안늦어 오 고마워! 4~5이면 그냥 노베이스니까 인강들어 쌤추천은 딱히..아무나 ㅠㅠㅠㅠ강사보다는 하고자하는 노력이 중요할듯해 ㅎㅎㅎㅎㅎ 완자를 사서 인강 들으면서할까 생각중이야 ㅜㅜ",0,122
2016.02.28. 03:22,문제집 추천 좀 해주세요...ㅠㅠ ,https://cafe.naver.com/ArticleRead.nhn?clubid=10197921&page=2&menuid=2033&inCafeSearch=true&searchBy=0&query=%BC%F6%B4%C9%C6%AF%B0%AD+%C8%AD%C7%D0&includeAll=&exclude=&include=&exact=&searchdate=2016-01-012016-12-31&media=0&sortBy=date&articleid=16850231&referrerAllArticles=false,                                                            학원안다니고 인강은 ebs만 듣고 있는 고3 이과생.    국어 : 1~3등급 초반. 문학 못함. 문학 난이도에 따라 등급 달라짐. ebs 수능개념 문학 다 훑고나서 수능특강 푸는 중입니다. 문학은 너무 못해서 지금 다시 수능길잡이는 너무 쉬움.  중간이 없다...ㅠ 문학... 뭘로 공부하면 좋을까요??   수학 : 2등급 중간 ~ 4등급 극초반. 확통 못함 미적분 할만함. 개념과 기출 사이 단계에서 할만한 것 추천 좀 해주세요. 그리고 미적분 기출 다 풀었는데 문제집 추천좀...   영어 : 3등급 후반 ~ 4등급 초반 수준 너무 낮지는 않은 수능단어장 좋은거 추천 해주세요. 어법 인강을 듣기에는 시간이 아까움. 어법 어떻게 하죠??   과탐 (화학/지구과학) : 2등급 후반 ~ 5등급 초반 (지구과학을 더 잘함) 수능특강 ebs 화학 3점짜리는 손도 못 댐...  아! 모의고사 국어랑 영어 칠 때 안 조는 방법...없나요...? 제발...ㅠㅠ  ---------------------------------------------------------------------- ,,0,90
2016.02.26. 19:03,"한국사,화1,생기부 질문.. 궁금해요형누나들",https://cafe.naver.com/ArticleRead.nhn?clubid=10197921&page=2&menuid=2033&inCafeSearch=true&searchBy=0&query=%BC%F6%B4%C9%C6%AF%B0%AD+%C8%AD%C7%D0&includeAll=&exclude=&include=&exact=&searchdate=2016-01-012016-12-31&media=0&sortBy=date&articleid=16845957&referrerAllArticles=false,"                           생1 화1 각각 3단원 중반까지 선행해논상태구 2단원까지 완벽히 해두고 화학1 은 양적관계부분을 너무못해서 고2 기출문제로 연습중이고요 생1은 수능특강으로 연습중입니다. 6월때 올1 을 맞춰서 기숙사를 꼭 들어가려고하는데요ㅠ 지금 꾸준히한다면 양적관계 1등급맞을수잇겟죠?.... 그리고 나중에 고3 되면 과학에서 투 과목을 해야될거같은데,, 투 과목을 하면 정말 가산점이 많이붙나요?.. 투과목으로 수능보고 2등급나오는것보다 원 과목으로 1등급맞는게 더 낫지않을까요?  그리고 1학년 생기부를 정말 말그대로,, 망쳐버렷습니다 공개하기 너무 부끄럽지만 6장꽉 채우지도않은 어설픈6장인데 다른 친구들은 10장넘는애들도 많더라구요.. 1학년때 공부에만 몰두하다보니까 봉사활동은 개인적으로 전혀하지않고 경시대회 같은 교내대회 에서 상을 몇개탄것도없다보니 생기부가 깔끔하더라구요 너무 전형적인말들만 잇구...  2학년때 10장넘을수잇도록 열심히 준비하고 내신이 받쳐준다면 나중에 수시 걱정안해두될라나요?... 조언부탁드려요  그리고 한국사 는 고2때 6월 범위가 2단원까지가 출제범위던데 내신만 잘챙긴다면 1등급나올수있나요?       ----------------------------------------------------------------------",,0,89
2016.02.22. 15:17,과탐 오늘부터 인강들으려는데 안늦은 걸까?,https://cafe.naver.com/ArticleRead.nhn?clubid=10197921&page=2&menuid=2033&inCafeSearch=true&searchBy=0&query=%BC%F6%B4%C9%C6%AF%B0%AD+%C8%AD%C7%D0&includeAll=&exclude=&include=&exact=&searchdate=2016-01-012016-12-31&media=0&sortBy=date&articleid=16831224&referrerAllArticles=false,                               ----------------------------------------------------------------------,늦었으면 안할건가요? 일찍했으면 미루실건가요? 안늦었습니다 kia 양진석 고2 때 강남인강에서 들어봤는데 산화수 개꿀..근데 예전에 탐스런EBS도 들어봤는데 역시 공교육때문인지 수업이 좀 약간 달랐어 그래도 빠르게 한바퀴돌리면 걱정할필요넚을거같아 충분함,0,379
2016.02.21. 22:20,모고 영어 4등급 구원 좀 해줘,https://cafe.naver.com/ArticleRead.nhn?clubid=10197921&page=2&menuid=2033&inCafeSearch=true&searchBy=0&query=%BC%F6%B4%C9%C6%AF%B0%AD+%C8%AD%C7%D0&includeAll=&exclude=&include=&exact=&searchdate=2016-01-012016-12-31&media=0&sortBy=date&articleid=16829163&referrerAllArticles=false,    지금까지 내가 뭔 공부했는지도 모르겠어 영어단어 요즘 손에 안 잡혀서 수학이랑 화학만 하고 있 고  심지어는 모르는 문제는 건너뛰고 있어서 딱히 공부하고 있는것 같지도 않아   다른과목들도 급한데 나머지는 내가 노력만 한다면 따라잡을 수 있을거라 생각하는데 영어는 솔직히 막막해... 뭐부터 시작해야되는지도 모르겠어   내일이 월요일이니까 다시 시작하는 마음으로 공부할려고. 영어문법 주혜연쌤 수능개념 듣고 수능연계보카 하루마다 60개씩 외울거야 기본기가 부족해서 모의고사나 수능특강은 단어장 다 돌릴때까진 안 풀려고 해   어떤지 평가도 해주고(공부량이 부족하다거나) 충고도 좀 해주라ㅠㅠ,,0,52
2016.02.09. 21:09,ebs화학인강,https://cafe.naver.com/ArticleRead.nhn?clubid=10197921&page=2&menuid=2033&inCafeSearch=true&searchBy=0&query=%BC%F6%B4%C9%C6%AF%B0%AD+%C8%AD%C7%D0&includeAll=&exclude=&include=&exact=&searchdate=2016-01-012016-12-31&media=0&sortBy=date&articleid=16773457&referrerAllArticles=false,                화학개념잘 잡히지않앗는데 ebs화학인강 수능특강 양진석선생님과 김성은선생님 둘중에 뭐가더 나을까요?              ----------------------------------------------------------------------,얼굴로는 김성은 내용으로는? 갓훈구다,0,985
2016.02.06. 15:01,화학수능특강ebs  어떤 선생님꺼들을까,https://cafe.naver.com/ArticleRead.nhn?clubid=10197921&page=2&menuid=2033&inCafeSearch=true&searchBy=0&query=%BC%F6%B4%C9%C6%AF%B0%AD+%C8%AD%C7%D0&includeAll=&exclude=&include=&exact=&searchdate=2016-01-012016-12-31&media=0&sortBy=date&articleid=16763108&referrerAllArticles=false,개념 확실히안잡혀잇음김성은선생님vs양진석선생님,재수생?,0,316
